lot_id,die_attach_temp,bond_force,epoxy_volume,die_attach_void_percent,cure_temp,cure_time,cure_ramp_rate,mold_temp,mold_pressure,transfer_speed,vacuum_level,mold_void_count,pmc_temp,pmc_time,cooling_rate,warpage_mm,floor_life_hours,moisture_content,reflow_peak_temp,reflow_ramp_rate,time_above_liquidus,da_temp_zone,bond_force_zone,epoxy_volume_zone,da_void_zone,cure_temp_zone,cure_time_zone,cure_ramp_zone,mold_temp_zone,mold_pressure_zone,transfer_speed_zone,vacuum_zone,mold_void_zone,pmc_temp_zone,pmc_time_zone,cooling_zone,warpage_zone,floor_life_zone,moisture_zone,peak_temp_zone,reflow_ramp_zone,tal_zone,da_temp_risk,bond_force_risk,epoxy_volume_risk,da_void_risk,cure_temp_risk,cure_time_risk,cure_ramp_risk,mold_temp_risk,mold_pressure_risk,transfer_speed_risk,vacuum_risk,mold_void_risk,pmc_temp_risk,pmc_time_risk,cooling_risk,warpage_risk,floor_life_risk,moisture_risk,peak_temp_risk,reflow_ramp_risk,tal_risk,die_attach_score,die_attach_cure_score,moulding_score,pmc_score,reflow_score,die_attach_class,die_attach_cure_class,moulding_class,pmc_class,reflow_class,overall_risk,overall_class,danger_trigger_stage,final_action
LOT_0736,146.02,19.75,114.52,4.4,178.24,63.3,4.42,184.24,83.5,0.87,0.59,1,156.08,106.85,5.64,0.227,34.13,0.213,251.68,3.18,139.15,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Warning,Warning,Danger,Normal,Normal,Warning,Warning,Warning,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.2,0.175,0.175,0.7,0.325,Low,Low,Low,High,Low,0.296,Low,Die Attach,Immediate Hold / Halt
LOT_0737,149.73,19.5,94.28,6.15,152.61,71.64,5.88,178.51,81.11,1.31,0.67,0,165.88,74.17,4.83,0.0,50.0,0.448,237.97,2.35,90.5,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Normal,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.35,0.15,0.1,0.175,Low,Medium,Low,Low,Low,0.209,Low,Moulding,Immediate Hold / Halt
LOT_0738,155.3,24.83,86.52,2.73,162.87,38.99,4.27,177.57,77.77,0.69,1.0,3,170.78,70.24,4.39,0.067,0.0,0.089,251.36,4.06,101.01,Warning,Warning,Danger,Normal,Normal,Danger,Normal,Normal,Normal,Danger,Danger,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Danger,Normal,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.4,0.35,0.45,0.1,0.325,Medium,Medium,Medium,Low,Low,0.341,Medium,Die Attach,Immediate Hold / Halt
LOT_0739,156.62,19.53,99.31,8.36,178.3,79.52,3.4,174.6,82.22,0.95,0.58,4,177.02,120.35,3.51,0.0,32.6,0.533,241.18,3.05,110.87,Warning,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Danger,Normal,Warning,Normal,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.3,0.35,0.15,0.3,0.3,Low,Medium,Low,Low,Low,0.27,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0740,151.15,20.02,92.61,0.0,156.11,54.15,6.65,174.38,75.85,0.82,0.63,6,177.44,100.91,1.79,0.052,70.74,0.418,232.7,2.46,100.89,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Danger,Warning,Warning,Danger,Normal,Warning,Warning,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.325,0.375,0.4,0.175,Low,Low,Medium,Medium,Low,0.266,Low,Moulding,Immediate Hold / Halt
LOT_0741,145.43,13.07,100.79,0.85,158.73,54.68,4.8,174.95,72.93,0.96,0.15,3,150.01,84.79,5.38,0.0,41.19,0.423,218.54,2.38,3.73,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Danger,Warning,Danger,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.175,0.4,0.3,0.1,Low,Low,Medium,Low,Low,0.236,Low,Die Attach,Immediate Hold / Halt
LOT_0742,149.29,19.98,80.14,11.7,167.29,47.26,7.2,164.23,70.17,0.54,0.86,3,174.62,95.42,4.86,0.086,30.5,0.266,240.13,2.46,98.21,Normal,Normal,Danger,Danger,Normal,Warning,Warning,Danger,Warning,Danger,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.325,0.75,0.0,0.0,Medium,Low,High,Low,Low,0.356,Medium,Die Attach,Immediate Hold / Halt
LOT_0743,150.66,15.57,89.24,8.33,162.54,68.77,3.36,166.16,73.25,0.96,0.37,6,171.26,123.28,4.61,0.0,49.34,0.024,246.84,1.88,154.28,Normal,Warning,Danger,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Danger,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Normal,Danger,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.575,0.2,0.275,Medium,Low,Medium,Low,Low,0.343,Medium,Die Attach,Immediate Hold / Halt
LOT_0744,158.64,17.77,98.98,4.98,171.91,60.44,3.46,170.69,79.96,1.25,0.59,0,174.54,83.03,5.34,0.282,15.39,0.37,239.04,2.41,90.89,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Warning,Normal,Normal,Normal,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.175,0.075,0.5,0.1,Low,Low,Low,Medium,Low,0.185,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0745,148.84,27.39,97.55,6.35,149.56,66.48,6.71,171.83,59.92,0.99,0.5,4,184.08,83.16,2.72,0.0,28.75,0.322,240.63,3.12,103.96,Normal,Danger,Normal,Warning,Danger,Normal,Warning,Normal,Danger,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.4,0.5,0.35,0.2,0.2,Medium,Medium,Medium,Low,Low,0.323,Low,Die Attach,Immediate Hold / Halt
LOT_0746,150.26,17.29,96.15,0.0,166.89,60.4,5.28,178.03,83.09,0.98,0.51,0,165.91,90.91,2.9,0.149,8.19,0.282,245.93,3.1,117.02,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.3,0.1,Low,Low,Low,Low,Low,0.09,Low,None,Continue
LOT_0747,154.16,13.68,109.55,10.11,161.14,63.55,3.66,163.31,74.09,0.89,0.43,0,164.87,89.8,2.84,0.123,40.36,0.607,254.01,2.69,71.39,Normal,Danger,Warning,Danger,Normal,Normal,Normal,Danger,Warning,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Danger,Warning,Normal,Normal,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.7,0.0,0.375,0.4,0.325,High,Low,Medium,Medium,Low,0.375,Medium,Die Attach,Immediate Hold / Halt
LOT_0748,151.76,20.98,95.89,7.13,153.82,56.33,5.83,173.27,78.35,0.97,0.33,6,162.87,95.73,4.62,0.004,25.75,0.114,256.13,1.59,70.38,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.175,0.375,0.1,0.125,Low,Low,Medium,Low,Low,0.206,Low,Moulding,Immediate Hold / Halt
LOT_0749,142.65,15.93,112.73,6.17,166.12,50.15,6.36,170.05,86.35,0.83,0.37,4,176.05,100.75,2.43,0.044,27.77,0.123,255.97,0.58,66.64,Warning,Warning,Danger,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Warning,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.15,0.4,0.3,0.125,Medium,Low,Medium,Low,Low,0.319,Low,Die Attach,Immediate Hold / Halt
LOT_0750,146.94,11.47,88.83,6.5,165.24,83.6,7.32,177.6,82.51,1.01,0.0,0,170.7,101.09,4.43,0.009,46.5,0.472,252.5,3.29,73.22,Normal,Danger,Danger,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.6,0.325,0.15,0.1,0.325,Medium,Low,Low,Low,Low,0.302,Low,Die Attach,Immediate Hold / Halt
LOT_0751,156.46,20.44,104.09,5.46,164.03,47.1,4.88,180.92,76.47,1.18,0.65,1,179.72,83.6,6.26,0.115,23.62,0.117,244.29,2.34,52.25,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.175,0.175,0.4,0.0,Low,Low,Low,Medium,Low,0.19,Low,None,Continue
LOT_0752,148.69,17.59,104.69,9.23,155.18,85.68,4.81,169.15,86.06,0.91,0.48,1,164.28,103.03,3.57,0.0,37.23,0.069,235.77,3.45,54.11,Normal,Warning,Normal,Warning,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.35,0.2,0.2,0.1,Low,Medium,Low,Low,Low,0.218,Low,None,Continue
LOT_0753,136.1,21.87,97.57,3.13,162.48,63.48,3.87,183.86,68.19,1.09,0.63,0,162.83,108.31,2.51,0.031,45.3,0.255,230.62,3.9,74.1,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Danger,Normal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.3,0.2,Low,Low,Low,Low,Low,0.185,Low,Die Attach,Immediate Hold / Halt
LOT_0754,147.58,20.77,105.0,11.84,151.72,72.39,6.11,174.18,86.3,1.19,0.22,7,159.09,69.56,3.61,0.234,16.6,0.245,256.46,2.26,54.65,Normal,Normal,Warning,Danger,Warning,Warning,Warning,Normal,Warning,Warning,Warning,Danger,Warning,Warning,Normal,Danger,Normal,Normal,Warning,Normal,Normal,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.55,0.6,0.125,Medium,Medium,Medium,Medium,Low,0.434,Medium,Die Attach,Immediate Hold / Halt
LOT_0755,147.5,24.11,100.57,11.72,170.9,50.33,5.08,169.88,74.65,1.9,0.7,5,165.64,118.25,5.65,0.231,67.99,0.028,236.12,1.7,61.68,Normal,Warning,Normal,Danger,Warning,Normal,Normal,Warning,Warning,Danger,Warning,Warning,Normal,Warning,Warning,Danger,Warning,Normal,Normal,Normal,Normal,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.175,0.575,0.6,0.075,Medium,Low,Medium,Medium,Low,0.379,Medium,Die Attach,Immediate Hold / Halt
LOT_0756,151.94,18.3,116.58,11.62,164.95,89.33,7.23,172.3,63.93,0.96,0.37,3,170.62,91.13,4.79,0.0,33.87,0.184,246.6,3.27,53.27,Normal,Normal,Danger,Danger,Normal,Warning,Warning,Normal,Danger,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Normal,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.325,0.425,0.0,0.1,Medium,Low,Medium,Low,Low,0.3,Low,Die Attach,Immediate Hold / Halt
LOT_0757,148.31,19.64,95.89,7.6,159.24,51.67,3.94,181.55,76.06,1.09,0.9,2,177.78,120.08,5.54,0.079,39.41,0.057,238.76,2.02,157.22,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Danger,Normal,Warning,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Danger,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.175,0.25,0.4,0.2,Low,Low,Low,Medium,Low,0.239,Low,Moulding,Immediate Hold / Halt
LOT_0758,145.12,17.52,91.65,6.24,166.14,76.3,6.01,166.72,73.54,1.27,0.46,6,168.95,72.58,3.55,0.003,10.43,0.28,249.09,1.23,89.48,Normal,Warning,Warning,Warning,Normal,Warning,Warning,Warning,Warning,Warning,Normal,Danger,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.325,0.575,0.1,0.0,Medium,Low,Medium,Low,Low,0.287,Low,Moulding,Immediate Hold / Halt
LOT_0759,146.48,18.05,101.06,1.8,176.06,77.82,6.77,172.03,72.3,1.02,0.47,0,161.77,89.25,3.39,0.135,39.96,0.415,234.93,2.82,68.18,Normal,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.3,0.1,Low,Medium,Low,Low,Low,0.17,Low,None,Continue
LOT_0760,142.68,18.71,108.55,2.51,177.52,68.23,4.41,181.96,83.56,0.81,0.87,3,170.13,74.6,5.77,0.121,39.1,0.174,251.67,3.23,69.94,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Danger,Warning,Normal,Warning,Warning,Warning,Normal,Normal,Warning,Warning,Normal,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.2,0.175,0.475,0.4,0.225,Low,Low,Medium,Medium,Low,0.301,Low,Moulding,Immediate Hold / Halt
LOT_0761,141.5,21.74,87.41,4.61,161.42,78.28,4.41,181.64,75.89,1.2,0.91,0,172.04,139.48,4.1,0.085,42.92,0.256,231.34,3.41,29.91,Warning,Normal,Danger,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Danger,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Warning,Normal,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.175,0.325,0.2,0.1,Low,Low,Low,Low,Low,0.223,Low,Die Attach,Immediate Hold / Halt
LOT_0762,147.5,23.62,97.15,1.23,172.03,47.23,3.17,176.65,78.54,0.75,0.63,3,167.48,84.76,4.71,0.175,17.21,0.348,249.52,3.2,91.18,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.1,0.35,0.225,0.2,0.2,Low,Medium,Low,Low,Low,0.209,Low,None,Continue
LOT_0763,144.53,18.61,102.74,11.27,161.13,72.07,4.51,175.66,92.12,1.15,0.25,0,178.79,92.55,2.28,0.014,40.88,0.399,245.14,4.48,114.72,Warning,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Danger,Warning,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Danger,Normal,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.175,0.35,0.2,0.3,Medium,Low,Medium,Low,Low,0.319,Low,Die Attach,Immediate Hold / Halt
LOT_0764,148.54,17.55,92.2,5.34,161.09,85.11,7.2,178.8,70.57,0.87,0.75,0,177.85,98.54,4.08,0.024,21.74,0.278,253.26,1.79,82.12,Normal,Warning,Warning,Warning,Normal,Warning,Warning,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.325,0.25,0.1,0.125,Medium,Low,Low,Low,Low,0.237,Low,None,Continue
LOT_0765,150.27,21.99,92.73,0.0,170.39,37.23,6.93,174.06,67.62,0.9,0.58,0,170.14,103.32,3.7,0.005,16.82,0.462,258.48,0.88,122.73,Normal,Normal,Warning,Normal,Warning,Danger,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.1,0.675,0.1,0.1,0.325,Low,High,Low,Low,Low,0.242,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0766,151.5,22.77,95.6,0.0,169.68,45.89,2.92,167.09,84.81,1.03,0.66,4,167.05,88.73,3.23,0.063,0.79,0.309,253.6,1.85,128.44,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Warning,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.1,0.325,0.25,0.0,0.325,Low,Low,Low,Low,Low,0.213,Low,None,Continue
LOT_0767,150.68,20.72,86.4,0.0,166.15,71.85,3.99,185.02,85.88,0.82,0.51,9,161.3,99.51,3.52,0.137,54.41,0.192,253.95,4.28,91.99,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Danger,Warning,Warning,Normal,Danger,Warning,Normal,Normal,Warning,Warning,Normal,Warning,Danger,Normal,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.2,0.175,0.675,0.3,0.4,Low,Low,High,Low,Medium,0.38,Medium,Die Attach,Immediate Hold / Halt
LOT_0768,154.71,18.23,100.15,3.29,171.38,78.07,4.84,184.2,92.24,1.17,0.4,0,164.31,107.08,2.18,0.134,0.0,0.374,245.14,3.57,124.24,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Danger,Warning,Warning,Normal,Warning,Warning,Warning,Warning,Normal,Warning,Normal,Danger,Warning,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.35,0.45,0.5,0.4,Low,Medium,Medium,Medium,Medium,0.34,Medium,Moulding,Immediate Hold / Halt
LOT_0769,158.61,24.38,101.15,0.0,156.58,28.7,3.37,175.41,75.52,0.96,0.6,1,162.15,89.04,2.65,0.058,56.23,0.209,259.17,3.65,72.62,Warning,Warning,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Danger,Normal,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.2,0.525,0.0,0.2,0.4,Low,Medium,Low,Low,Medium,0.249,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0770,143.33,19.84,109.23,2.04,172.26,78.13,3.84,170.94,85.7,1.03,0.36,1,169.51,61.83,5.15,0.042,0.0,0.246,239.07,3.85,72.44,Warning,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Danger,Normal,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.35,0.175,0.2,0.2,Low,Medium,Low,Low,Low,0.216,Low,Solder Reflow,Immediate Hold / Halt
LOT_0771,143.41,21.52,94.72,0.88,169.08,44.39,2.81,185.36,84.64,0.95,0.5,4,176.81,76.39,4.55,0.039,19.46,0.274,244.95,3.09,104.61,Warning,Normal,Warning,Normal,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.325,0.35,0.2,0.1,Low,Low,Medium,Low,Low,0.231,Low,Moulding,Immediate Hold / Halt
LOT_0772,140.95,15.93,97.04,11.31,158.19,56.88,4.2,171.68,81.43,1.28,0.59,0,189.27,91.41,3.13,0.193,12.74,0.499,238.03,3.64,96.03,Warning,Warning,Normal,Danger,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Warning,Normal,Danger,Normal,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.6,0.175,0.075,0.4,0.3,Medium,Low,Low,Medium,Low,0.3,Low,Die Attach,Immediate Hold / Halt
LOT_0773,157.75,25.71,90.94,9.1,153.73,44.29,3.79,178.02,80.26,0.97,0.53,4,174.68,109.7,6.73,0.078,11.49,0.342,235.85,1.96,119.98,Warning,Danger,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.35,0.15,0.2,0.1,Medium,Medium,Low,Low,Low,0.265,Low,Die Attach,Immediate Hold / Halt
LOT_0774,149.26,16.38,88.08,4.19,174.14,76.93,5.17,187.05,79.16,0.97,0.0,1,175.96,118.15,2.75,0.117,49.13,0.252,226.73,2.7,112.84,Normal,Warning,Danger,Normal,Warning,Warning,Normal,Danger,Normal,Normal,Danger,Normal,Warning,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.35,0.35,0.5,0.075,Low,Medium,Medium,Medium,Low,0.294,Low,Die Attach,Immediate Hold / Halt
LOT_0775,144.32,19.24,90.76,0.0,173.22,59.94,7.4,180.14,77.17,0.98,0.61,5,172.26,109.9,3.55,0.0,22.44,0.281,235.39,1.43,103.42,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.325,0.25,0.1,0.0,Low,Low,Low,Low,Low,0.166,Low,None,Continue
LOT_0776,147.56,19.5,97.12,10.08,175.09,41.44,4.2,180.1,84.82,0.99,0.27,0,166.38,94.99,6.56,0.025,0.0,0.234,253.25,1.34,133.61,Normal,Normal,Normal,Danger,Warning,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Warning,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.4,0.35,0.175,0.1,0.225,Medium,Medium,Low,Low,Low,0.248,Low,Die Attach,Immediate Hold / Halt
LOT_0777,148.97,17.8,87.2,6.83,163.63,62.56,3.65,173.09,76.11,0.98,0.37,0,189.1,65.46,4.27,0.0,0.0,0.265,246.39,3.51,101.99,Normal,Warning,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Danger,Normal,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.075,0.3,0.2,Medium,Low,Low,Low,Low,0.214,Low,Die Attach,Immediate Hold / Halt
